ccaa,provincia,comarca,municipio
Castilla y León,Ávila,Arévalo-Madrigal,Hernansancho
Castilla y León,Ávila,Valle Bajo Alberche,Herradón de Pinares
Castilla y León,Ávila,Avila,Herreros de Suso
Castilla y León,Ávila,Valle del Tiétar,Higuera de las Dueñas
Castilla y León,Ávila,Avila,La Hija de Dios
Castilla y León,Ávila,Barco Avila-Piedrahita,La Horcajada
Castilla y León,Ávila,Arévalo-Madrigal,Horcajo de las Torres
Castilla y León,Ávila,Valle del Tiétar,El Hornillo
Castilla y León,Ávila,Valle Bajo Alberche,El Hoyo de Pinares
Castilla y León,Ávila,Gredos,Hoyocasero
Castilla y León,Ávila,Barco Avila-Piedrahita,Hoyorredondo
Castilla y León,Ávila,Gredos,Hoyos de Miguel Muñoz
Castilla y León,Ávila,Gredos,Hoyos del Collado
Castilla y León,Ávila,Gredos,Hoyos del Espino
Castilla y León,Ávila,Avila,Hurtumpascual
Castilla y León,Ávila,Barco Avila-Piedrahita,Junciana
Castilla y León,Ávila,Arévalo-Madrigal,Langa
Castilla y León,Ávila,Valle del Tiétar,Lanzahíta
Castilla y León,Ávila,Barco Avila-Piedrahita,Los Llanos de Tormes
Castilla y León,Ávila,Barco Avila-Piedrahita,El Losar del Barco
Castilla y León,Ávila,Arévalo-Madrigal,Madrigal de las Altas Torres
Castilla y León,Ávila,Avila,Maello
Castilla y León,Ávila,Barco Avila-Piedrahita,Malpartida de Corneja
Castilla y León,Ávila,Arévalo-Madrigal,Mamblas
Castilla y León,Ávila,Avila,Mancera de Arriba
Castilla y León,Ávila,Avila,Manjabálago y Ortigosa de Rioalmar
Castilla y León,Ávila,Avila,Marlín
Castilla y León,Ávila,Avila,Martiherrero
Castilla y León,Ávila,Avila,Martínez
Castilla y León,Ávila,Avila,Mediana de Voltoya
Castilla y León,Ávila,Barco Avila-Piedrahita,Medinilla
Castilla y León,Ávila,Avila,Mengamuñoz
Castilla y León,Ávila,Barco Avila-Piedrahita,Mesegar de Corneja
Castilla y León,Ávila,Valle del Tiétar,Mijares
Castilla y León,Ávila,Arévalo-Madrigal,Mingorría
Castilla y León,Ávila,Barco Avila-Piedrahita,El Mirón
Castilla y León,Ávila,Avila,Mironcillo
Castilla y León,Ávila,Avila,Mirueña de los Infanzones
Castilla y León,Ávila,Valle del Tiétar,Mombeltrán
Castilla y León,Ávila,Arévalo-Madrigal,Monsalupe
Castilla y León,Ávila,Arévalo-Madrigal,Moraleja de Matacabras
Castilla y León,Ávila,Avila,Muñana
Castilla y León,Ávila,Avila,Muñico
Castilla y León,Ávila,Avila,Muñogalindo
Castilla y León,Ávila,Avila,Muñogrande
Castilla y León,Ávila,Arévalo-Madrigal,Muñomer del Peco
Castilla y León,Ávila,Avila,Muñopepe
Castilla y León,Ávila,Arévalo-Madrigal,Muñosancho
Castilla y León,Ávila,Avila,Muñotello
Castilla y León,Ávila,Avila,Narrillos del Álamo
Castilla y León,Ávila,Avila,Narrillos del Rebollar
Castilla y León,Ávila,Arévalo-Madrigal,Narros de Saldueña
Castilla y León,Ávila,Arévalo-Madrigal,Narros del Castillo
Castilla y León,Ávila,Avila,Narros del Puerto
Castilla y León,Ávila,Arévalo-Madrigal,Nava de Arévalo
Castilla y León,Ávila,Barco Avila-Piedrahita,Nava del Barco
Castilla y León,Ávila,Barco Avila-Piedrahita,Navacepedilla de Corneja
Castilla y León,Ávila,Gredos,Navadijos
Castilla y León,Ávila,Barco Avila-Piedrahita,Navaescurial
Castilla y León,Ávila,Valle del Tiétar,Navahondilla
Castilla y León,Ávila,Gredos,Navalacruz
Castilla y León,Ávila,Valle Bajo Alberche,Navalmoral
Castilla y León,Ávila,Barco Avila-Piedrahita,Navalonguilla
Castilla y León,Ávila,Gredos,Navalosa
Castilla y León,Ávila,Valle Bajo Alberche,Navalperal de Pinares
Castilla y León,Ávila,Gredos,Navalperal de Tormes
Castilla y León,Ávila,Valle Bajo Alberche,Navaluenga
Castilla y León,Ávila,Gredos,Navaquesera
Castilla y León,Ávila,Gredos,Navarredonda de Gredos
Castilla y León,Ávila,Gredos,Navarredondilla
Castilla y León,Ávila,Gredos,Navarrevisca
Castilla y León,Ávila,Valle Bajo Alberche,Las Navas del Marqués
Castilla y León,Ávila,Gredos,Navatalgordo
Castilla y León,Ávila,Barco Avila-Piedrahita,Navatejares
Castilla y León,Ávila,Barco Avila-Piedrahita,Neila de San Miguel
Castilla y León,Ávila,Avila,Niharra
Castilla y León,Ávila,Avila,Ojos-Albos
Castilla y León,Ávila,Arévalo-Madrigal,Orbita
Castilla y León,Ávila,Arévalo-Madrigal,El Oso
Castilla y León,Ávila,Avila,Padiernos
Castilla y León,Ávila,Arévalo-Madrigal,Pajares de Adaja
Castilla y León,Ávila,Arévalo-Madrigal,Palacios de Goda
Castilla y León,Ávila,Arévalo-Madrigal,Papatrigo
Castilla y León,Ávila,Avila,El Parral
Castilla y León,Ávila,Avila,Pascualcobo
Castilla y León,Ávila,Valle del Tiétar,Pedro Bernardo
Castilla y León,Ávila,Arévalo-Madrigal,Pedro-Rodríguez
Castilla y León,Ávila,Valle Bajo Alberche,Peguerinos
Castilla y León,Ávila,Arévalo-Madrigal,Peñalba de Ávila
Castilla y León,Ávila,Barco Avila-Piedrahita,Piedrahíta
Castilla y León,Ávila,Valle del Tiétar,Piedralaves
Castilla y León,Ávila,Avila,Poveda
Castilla y León,Ávila,Valle del Tiétar,Poyales del Hoyo
Castilla y León,Ávila,Arévalo-Madrigal,Pozanco
Castilla y León,Ávila,Avila,Pradosegar
Castilla y León,Ávila,Barco Avila-Piedrahita,Puerto Castilla
Castilla y León,Ávila,Arévalo-Madrigal,Rasueros
Castilla y León,Ávila,Arévalo-Madrigal,Riocabado
Castilla y León,Ávila,Avila,Riofrío
Castilla y León,Ávila,Arévalo-Madrigal,Rivilla de Barajas
Castilla y León,Ávila,Avila,Salobral
Castilla y León,Ávila,Arévalo-Madrigal,Salvadiós
Castilla y León,Ávila,Barco Avila-Piedrahita,San Bartolomé de Béjar
Castilla y León,Ávila,Barco Avila-Piedrahita,San Bartolomé de Corneja
Castilla y León,Ávila,Valle Bajo Alberche,San Bartolomé de Pinares
Castilla y León,Ávila,Avila,San Esteban de los Patos
Castilla y León,Ávila,Arévalo-Madrigal,San Esteban de Zapardiel
Castilla y León,Ávila,Valle del Tiétar,San Esteban del Valle
Castilla y León,Ávila,Avila,San García de Ingelmos
Castilla y León,Ávila,Gredos,San Juan de Gredos
Castilla y León,Ávila,Arévalo-Madrigal,San Juan de la Encinilla
Castilla y León,Ávila,Valle Bajo Alberche,San Juan de la Nava
Castilla y León,Ávila,Gredos,San Juan del Molinillo
Castilla y León,Ávila,Avila,San Juan del Olmo
Castilla y León,Ávila,Barco Avila-Piedrahita,San Lorenzo de Tormes
Castilla y León,Ávila,Gredos,San Martín de la Vega del Alberche
Castilla y León,Ávila,Gredos,San Martín del Pimpollar
Castilla y León,Ávila,Barco Avila-Piedrahita,San Miguel de Corneja
Castilla y León,Ávila,Avila,San Miguel de Serrezuela
Castilla y León,Ávila,Arévalo-Madrigal,San Pascual
Castilla y León,Ávila,Arévalo-Madrigal,San Pedro del Arroyo
Castilla y León,Ávila,Arévalo-Madrigal,San Vicente de Arévalo
Castilla y León,Ávila,Arévalo-Madrigal,Sanchidrián
Castilla y León,Ávila,Avila,Sanchorreja
Castilla y León,Ávila,Valle Bajo Alberche,Santa Cruz de Pinares
Castilla y León,Ávila,Valle del Tiétar,Santa Cruz del Valle
Castilla y León,Ávila,Barco Avila-Piedrahita,Santa María de los Caballeros
Castilla y León,Ávila,Avila,Santa María del Arroyo
Castilla y León,Ávila,Barco Avila-Piedrahita,Santa María del Berrocal
Castilla y León,Ávila,Avila,Santa María del Cubillo
Castilla y León,Ávila,Valle del Tiétar,Santa María del Tiétar
Castilla y León,Ávila,Barco Avila-Piedrahita,Santiago del Collado
Castilla y León,Ávila,Barco Avila-Piedrahita,Santiago del Tormes
Castilla y León,Ávila,Arévalo-Madrigal,Santo Domingo de las Posadas
Castilla y León,Ávila,Arévalo-Madrigal,Santo Tomé de Zabarcos
Castilla y León,Ávila,Avila,La Serrada
Castilla y León,Ávila,Gredos,Serranillos
Castilla y León,Ávila,Avila,Sigeres
Castilla y León,Ávila,Arévalo-Madrigal,Sinlabajos
Castilla y León,Ávila,Barco Avila-Piedrahita,Solana de Ávila
Castilla y León,Ávila,Avila,Solana de Rioalmar
Castilla y León,Ávila,Avila,Solosancho
Castilla y León,Ávila,Avila,Sotalbo
Castilla y León,Ávila,Valle del Tiétar,Sotillo de la Adrada
Castilla y León,Ávila,Valle Bajo Alberche,El Tiemblo
Castilla y León,Ávila,Arévalo-Madrigal,Tiñosillos
Castilla y León,Ávila,Avila,Tolbaños
Castilla y León,Ávila,Barco Avila-Piedrahita,Tormellas
Castilla y León,Ávila,Avila,Tornadizos de Ávila
Castilla y León,Ávila,Avila,La Torre
Castilla y León,Ávila,Barco Avila-Piedrahita,Tórtoles
Castilla y León,Ávila,Barco Avila-Piedrahita,Umbrías
Castilla y León,Ávila,Avila,Vadillo de la Sierra
Castilla y León,Ávila,Avila,Valdecasa
Castilla y León,Ávila,Arévalo-Madrigal,Vega de Santa María
Castilla y León,Ávila,Arévalo-Madrigal,Velayos
Castilla y León,Ávila,Avila,Villaflor
Castilla y León,Ávila,Barco Avila-Piedrahita,Villafranca de la Sierra
Castilla y León,Ávila,Gredos,Villanueva de Ávila
Castilla y León,Ávila,Arévalo-Madrigal,Villanueva de Gómez
Castilla y León,Ávila,Arévalo-Madrigal,Villanueva del Aceral
Castilla y León,Ávila,Avila,Villanueva del Campillo
Castilla y León,Ávila,Barco Avila-Piedrahita,Villar de Corneja
Castilla y León,Ávila,Valle del Tiétar,Villarejo del Valle
Castilla y León,Ávila,Avila,Villatoro
Castilla y León,Ávila,Arévalo-Madrigal,Viñegra de Moraña
Castilla y León,Ávila,Avila,Vita
Castilla y León,Ávila,Avila,Zapardiel de la Cañada
Castilla y León,Ávila,Gredos,Zapardiel de la Ribera
Extremadura,Badajoz,Don Benito,Acedera
Extremadura,Badajoz,Almendralejo,Aceuchal
Extremadura,Badajoz,Azuaga,Ahillones
Extremadura,Badajoz,Mérida,Alange
Extremadura,Badajoz,Badajoz,La Albuera
Extremadura,Badajoz,Alburquerque,Alburquerque
Extremadura,Badajoz,Olivenza,Alconchel
Extremadura,Badajoz,Almendralejo,Alconera
Extremadura,Badajoz,Mérida,Aljucén
Extremadura,Badajoz,Badajoz,Almendral
Extremadura,Badajoz,Almendralejo,Almendralejo
Extremadura,Badajoz,Mérida,Arroyo de San Serván
Extremadura,Badajoz,Llerena,Atalaya
Extremadura,Badajoz,Azuaga,Azuaga
Extremadura,Badajoz,Badajoz,Badajoz
Extremadura,Badajoz,Jerez de los Caballeros,Barcarrota
Extremadura,Badajoz,Puebla Alcocer,Baterno
Extremadura,Badajoz,Castuera,Benquerencia de la Serena
Extremadura,Badajoz,Azuaga,Berlanga
Extremadura,Badajoz,Llerena,Bienvenida
Extremadura,Badajoz,Jerez de los Caballeros,Bodonal de la Sierra
Extremadura,Badajoz,Jerez de los Caballeros,Burguillos del Cerro
Extremadura,Badajoz,Castuera,Cabeza del Buey
Extremadura,Badajoz,Jerez de los Caballeros,Cabeza la Vaca
Extremadura,Badajoz,Mérida,Calamonte
Extremadura,Badajoz,Llerena,Calera de León
Extremadura,Badajoz,Llerena,Calzadilla de los Barros
Extremadura,Badajoz,Don Benito,Campanario
Extremadura,Badajoz,Azuaga,Campillo de Llerena
Extremadura,Badajoz,Castuera,Capilla
Extremadura,Badajoz,Mérida,Carmonita
Extremadura,Badajoz,Mérida,El Carrascalejo
Extremadura,Badajoz,Puebla Alcocer,Casas de Don Pedro
Extremadura,Badajoz,Llerena,Casas de Reina
Extremadura,Badajoz,Herrera Duque,Castilblanco
Extremadura,Badajoz,Castuera,Castuera
Extremadura,Badajoz,Olivenza,Cheles
Extremadura,Badajoz,Alburquerque,La Codosera
Extremadura,Badajoz,Mérida,Cordobilla de Lácara
Extremadura,Badajoz,Don Benito,La Coronada
Extremadura,Badajoz,Badajoz,Corte de Peleas
Extremadura,Badajoz,Don Benito,Cristina
Extremadura,Badajoz,Mérida,Don Álvaro
Extremadura,Badajoz,Don Benito,Don Benito
Extremadura,Badajoz,Badajoz,Entrín Bajo
Extremadura,Badajoz,Mérida,Esparragalejo
Extremadura,Badajoz,Castuera,Esparragosa de la Serena
Extremadura,Badajoz,Puebla Alcocer,Esparragosa de Lares
Extremadura,Badajoz,Almendralejo,Feria
Extremadura,Badajoz,Jerez de los Caballeros,Fregenal de la Sierra
Extremadura,Badajoz,Herrera Duque,Fuenlabrada de los Montes
Extremadura,Badajoz,Llerena,Fuente de Cantos
Extremadura,Badajoz,Llerena,Fuente del Arco
Extremadura,Badajoz,Almendralejo,Fuente del Maestre
Extremadura,Badajoz,Jerez de los Caballeros,Fuentes de León
Extremadura,Badajoz,Puebla Alcocer,Garbayuela
Extremadura,Badajoz,Puebla Alcocer,Garlitos
Extremadura,Badajoz,Mérida,La Garrovilla
Extremadura,Badajoz,Azuaga,Granja de Torrehermosa
Extremadura,Badajoz,,Guadiana del Caudillo
Extremadura,Badajoz,Don Benito,Guareña
Extremadura,Badajoz,Don Benito,La Haba
Extremadura,Badajoz,Herrera Duque,Helechosa de los Montes
Extremadura,Badajoz,Herrera Duque,Herrera del Duque
Extremadura,Badajoz,Castuera,Higuera de la Serena
Extremadura,Badajoz,Llerena,Higuera de Llerena
Extremadura,Badajoz,Olivenza,Higuera de Vargas
Extremadura,Badajoz,Jerez de los Caballeros,Higuera la Real
Extremadura,Badajoz,Almendralejo,Hinojosa del Valle
Extremadura,Badajoz,Almendralejo,Hornachos
Extremadura,Badajoz,Jerez de los Caballeros,Jerez de los Caballeros
Extremadura,Badajoz,Almendralejo,La Lapa
Extremadura,Badajoz,Almendralejo,Llera
Extremadura,Badajoz,Llerena,Llerena
Extremadura,Badajoz,Mérida,Lobón
Extremadura,Badajoz,Don Benito,Magacela
Extremadura,Badajoz,Azuaga,Maguilla
Extremadura,Badajoz,Azuaga,Malcocinado
Extremadura,Badajoz,Castuera,Malpartida de la Serena
Extremadura,Badajoz,Don Benito,Manchita
Extremadura,Badajoz,Don Benito,Medellín
Extremadura,Badajoz,Llerena,Medina de las Torres
Extremadura,Badajoz,Don Benito,Mengabril
Extremadura,Badajoz,Mérida,Mérida
Extremadura,Badajoz,Mérida,Mirandilla
Extremadura,Badajoz,Llerena,Monesterio
Extremadura,Badajoz,Llerena,Montemolín
Extremadura,Badajoz,Castuera,Monterrubio de la Serena
Extremadura,Badajoz,Mérida,Montijo
Extremadura,Badajoz,Almendralejo,La Morera
Extremadura,Badajoz,Mérida,La Nava de Santiago
Extremadura,Badajoz,Puebla Alcocer,Navalvillar de Pela
Extremadura,Badajoz,Badajoz,Nogales
Extremadura,Badajoz,Jerez de los Caballeros,Oliva de la Frontera
Extremadura,Badajoz,Mérida,Oliva de Mérida
Extremadura,Badajoz,Olivenza,Olivenza
Extremadura,Badajoz,Don Benito,Orellana de la Sierra
Extremadura,Badajoz,Don Benito,Orellana la Vieja
Extremadura,Badajoz,Almendralejo,Palomas
Extremadura,Badajoz,Almendralejo,La Parra
Extremadura,Badajoz,Castuera,Peñalsordo
Extremadura,Badajoz,Azuaga,Peraleda del Zaucejo
Extremadura,Badajoz,Puebla Alcocer,Puebla de Alcocer
Extremadura,Badajoz,Mérida,Puebla de la Calzada
Extremadura,Badajoz,Almendralejo,Puebla de la Reina
Extremadura,Badajoz,Alburquerque,Puebla de Obando
Extremadura,Badajoz,Almendralejo,Puebla de Sancho Pérez
Extremadura,Badajoz,Llerena,Puebla del Maestre
Extremadura,Badajoz,Almendralejo,Puebla del Prior
Extremadura,Badajoz,,Pueblonuevo del Guadiana
Extremadura,Badajoz,Castuera,Quintana de la Serena
Extremadura,Badajoz,Llerena,Reina
Extremadura,Badajoz,Don Benito,Rena
Extremadura,Badajoz,Azuaga,Retamal de Llerena
Extremadura,Badajoz,Almendralejo,Ribera del Fresno
Extremadura,Badajoz,Puebla Alcocer,Risco
Extremadura,Badajoz,Alburquerque,La Roca de la Sierra
Extremadura,Badajoz,Jerez de los Caballeros,Salvaleón
Extremadura,Badajoz,Almendralejo,Salvatierra de los Barros
Extremadura,Badajoz,Mérida,San Pedro de Mérida
Extremadura,Badajoz,Alburquerque,San Vicente de Alcántara
Extremadura,Badajoz,Puebla Alcocer,Sancti-Spíritus
Extremadura,Badajoz,Don Benito,Santa Amalia
Extremadura,Badajoz,Almendralejo,Santa Marta
Extremadura,Badajoz,Almendralejo,Los Santos de Maimona
Extremadura,Badajoz,Jerez de los Caballeros,Segura de León
Extremadura,Badajoz,Puebla Alcocer,Siruela
Extremadura,Badajoz,Almendralejo,Solana de los Barros
Extremadura,Badajoz,Puebla Alcocer,Talarrubias
Extremadura,Badajoz,Badajoz,Talavera la Real
Extremadura,Badajoz,Olivenza,Táliga
Extremadura,Badajoz,Puebla Alcocer,Tamurejo
Extremadura,Badajoz,Badajoz,Torre de Miguel Sesmero
Extremadura,Badajoz,Mérida,Torremayor
Extremadura,Badajoz,Mérida,Torremejía
Extremadura,Badajoz,Llerena,Trasierra
Extremadura,Badajoz,Mérida,Trujillanos
Extremadura,Badajoz,Llerena,Usagre
Extremadura,Badajoz,Herrera Duque,Valdecaballeros
Extremadura,Badajoz,Badajoz,Valdelacalzada
Extremadura,Badajoz,Don Benito,Valdetorres
Extremadura,Badajoz,Azuaga,Valencia de las Torres
Extremadura,Badajoz,Jerez de los Caballeros,Valencia del Mombuey
Extremadura,Badajoz,Llerena,Valencia del Ventoso
Extremadura,Badajoz,Castuera,Valle de la Serena
Extremadura,Badajoz,Jerez de los Caballeros,Valle de Matamoros
Extremadura,Badajoz,Jerez de los Caballeros,Valle de Santa Ana
Extremadura,Badajoz,Jerez de los Caballeros,Valverde de Burguillos
Extremadura,Badajoz,Olivenza,Valverde de Leganés
Extremadura,Badajoz,Azuaga,Valverde de Llerena
Extremadura,Badajoz,Mérida,Valverde de Mérida
Extremadura,Badajoz,Almendralejo,Villafranca de los Barros
Extremadura,Badajoz,Llerena,Villagarcía de la Torre
Extremadura,Badajoz,Mérida,Villagonzalo
Extremadura,Badajoz,Almendralejo,Villalba de los Barros
Extremadura,Badajoz,Don Benito,Villanueva de la Serena
Extremadura,Badajoz,Olivenza,Villanueva del Fresno
Extremadura,Badajoz,Don Benito,Villar de Rena
Extremadura,Badajoz,Alburquerque,Villar del Rey
Extremadura,Badajoz,Herrera Duque,Villarta de los Montes
Extremadura,Badajoz,Almendralejo,Zafra
Extremadura,Badajoz,Jerez de los Caballeros,Zahínos
Extremadura,Badajoz,Castuera,Zalamea de la Serena
Extremadura,Badajoz,Mérida,La Zarza
Extremadura,Badajoz,Castuera,Zarza-Capilla
Illes Balears,Illes Balears,Menorca,Alaior
Illes Balears,Illes Balears,Mallorca,Alaró
Illes Balears,Illes Balears,Mallorca,Alcúdia
Illes Balears,Illes Balears,Mallorca,Algaida
Illes Balears,Illes Balears,Mallorca,Andratx
Illes Balears,Illes Balears,Mallorca,Ariany
Illes Balears,Illes Balears,Mallorca,Artà
Illes Balears,Illes Balears,Mallorca,Banyalbufar
Illes Balears,Illes Balears,Mallorca,Binissalem
Illes Balears,Illes Balears,Mallorca,Búger
Illes Balears,Illes Balears,Mallorca,Bunyola
Illes Balears,Illes Balears,Mallorca,Calvià
Illes Balears,Illes Balears,Mallorca,Campanet
Illes Balears,Illes Balears,Mallorca,Campos
Illes Balears,Illes Balears,Mallorca,Capdepera
Illes Balears,Illes Balears,Menorca,Es Castell
Illes Balears,Illes Balears,Menorca,Ciutadella de Menorca
Illes Balears,Illes Balears,Mallorca,Consell
Illes Balears,Illes Balears,Mallorca,Costitx
Illes Balears,Illes Balears,Mallorca,Deià
Illes Balears,Illes Balears,Ibiza,Eivissa
Illes Balears,Illes Balears,Mallorca,Escorca
Illes Balears,Illes Balears,Mallorca,Esporles
Illes Balears,Illes Balears,Mallorca,Estellencs
Illes Balears,Illes Balears,Mallorca,Felanitx
Illes Balears,Illes Balears,Menorca,Ferreries
Illes Balears,Illes Balears,Ibiza,Formentera
Illes Balears,Illes Balears,Mallorca,Fornalutx
Illes Balears,Illes Balears,Mallorca,Inca
Illes Balears,Illes Balears,Mallorca,Lloret de Vistalegre
Illes Balears,Illes Balears,Mallorca,Lloseta
Illes Balears,Illes Balears,Mallorca,Llubí
Illes Balears,Illes Balears,Mallorca,Llucmajor
Illes Balears,Illes Balears,Mallorca,Manacor
Illes Balears,Illes Balears,Mallorca,Mancor de la Vall
Illes Balears,Illes Balears,Menorca,Maó-Mahón
Illes Balears,Illes Balears,Mallorca,Maria de la Salut
Illes Balears,Illes Balears,Mallorca,Marratxí
Illes Balears,Illes Balears,Menorca,Es Mercadal
Illes Balears,Illes Balears,Menorca,Es Migjorn Gran
Illes Balears,Illes Balears,Mallorca,Montuïri
Illes Balears,Illes Balears,Mallorca,Muro
Illes Balears,Illes Balears,Mallorca,Palma 
Illes Balears,Illes Balears,Mallorca,Petra
Illes Balears,Illes Balears,Mallorca,Sa Pobla
Illes Balears,Illes Balears,Mallorca,Pollença
Illes Balears,Illes Balears,Mallorca,Porreres
Illes Balears,Illes Balears,Mallorca,Puigpunyent
Illes Balears,Illes Balears,Mallorca,Ses Salines
Illes Balears,Illes Balears,Ibiza,Sant Antoni de Portmany
Illes Balears,Illes Balears,Mallorca,Sant Joan
Illes Balears,Illes Balears,Ibiza,Sant Joan de Labritja
Illes Balears,Illes Balears,Ibiza,Sant Josep de sa Talaia
Illes Balears,Illes Balears,Mallorca,Sant Llorenç des Cardassar
Illes Balears,Illes Balears,Menorca,Sant Lluís
Illes Balears,Illes Balears,Mallorca,Santa Eugènia
Illes Balears,Illes Balears,Ibiza,Santa Eulària des Riu
Illes Balears,Illes Balears,Mallorca,Santa Margalida
Illes Balears,Illes Balears,Mallorca,Santa María del Camí
Illes Balears,Illes Balears,Mallorca,Santanyí
Illes Balears,Illes Balears,Mallorca,Selva
Illes Balears,Illes Balears,Mallorca,Sencelles
Illes Balears,Illes Balears,Mallorca,Sineu
Illes Balears,Illes Balears,Mallorca,Sóller
Illes Balears,Illes Balears,Mallorca,Son Servera
Illes Balears,Illes Balears,Mallorca,Valldemossa
Illes Balears,Illes Balears,Mallorca,Vilafranca de Bonany
Cataluña,Barcelona,Bajo Llobregat,Abrera
Cataluña,Barcelona,Anoia,Aguilar de Segarra
Cataluña,Barcelona,Osona,Aiguafreda
Cataluña,Barcelona,Maresme,Alella
Cataluña,Barcelona,Osona,Alpens
Cataluña,Barcelona,Vallés Oriental,L' Ametlla del Vallès
Cataluña,Barcelona,Maresme,Arenys de Mar
Cataluña,Barcelona,Maresme,Arenys de Munt
