FUENTE: Ministerio de Agricultura, Pesca y Alimentación				
				
				
Alava				
				
	Comarca 01: Cantábrica			
	163	Pineda de Mar		
	230	Premià de Dalt		
	172	Premià de Mar		
	194	Sant Adrià de Besòs		
	197	Sant Andreu de Llavaneres		
	203	Sant Cebrià de Vallalta		
	193	Sant Iscle de Vallalta		
	235	Sant Pol de Mar		
	264	Sant Vicenç de Montalt		
	245	Santa Coloma de Gramenet		
	261	Santa Susanna		
	281	Teià		
	282	Tiana		
	284	Tordera		
	214	Vilassar de Dalt		
	219	Vilassar de Mar		
				
	Comarca 08: Vallés Oriental			
				
	005	Ametlla del Vallès (L')		
	023	Bigues i Riells		
	039	Campins		
	041	Canovelles		
	042	Cànoves i Samalús		
	046	Cardedeu		
	081	Fogars de Montclús		
	082	Fogars de Tordera		
	086	Franqueses del Vallès (Les)		
	088	Garriga (La)		
	096	Granollers		
	097	Gualba		
	105	Llagosta (La)		
	107	Lliçà d'Amunt		
	108	Lliçà de Vall		
	106	Llinars del Vallès		
	115	Martorelles		
	124	Mollet del Vallès		
	135	Montmeló		
	136	Montornès del Vallès		
	137	Montseny		
	159	Parets del Vallès		
	181	Roca del Vallès (La)		
	198	Sant Antoni de Vilamajor		
	202	Sant Celoni		
	207	Sant Esteve de Palautordera		
	210	Sant Feliu de Codines		
	209	Sant Fost de Campsentelles		
	234	Sant Pere de Vilamajor		
	248	Santa Eulàlia de Ronçana		
	256	Santa Maria de Martorelles		
	259	Santa Maria de Palautordera		
	294	Vallgorguina		
	296	Vallromanes		
	306	Vilalba Sasserra		
	902	Vilanova del Vallès		
				
	Comarca 09: Vallés Occidental			
				
	904	Badia del Vallès		
	252	Barberà del Vallès		
	033	Caldes de Montbui		
	051	Castellar del Vallès		
	266	Cerdanyola del Vallès		
	087	Gallifa		
	120	Matadepera		
	125	Montcada i Reixac		
	156	Palau de Plegamans		
	167	Polinyà		
	180	Ripollet		
	184	Rubí		
	187	Sabadell		
	205	Sant Cugat del Vallès		
	223	Sant Llorenç Savall		
	238	Sant Quirze del Vallès		
	260	Santa Perpètua de Mogoda		
	267	Sentmenat		
	279	Terrassa		
	290	Ullastrell		
	291	Vacarisses		
	300	Viladecavalls		
				
	Comarca 10: Bajo Llobregat			
				
	001	Abrera		
	019	Barcelona		
	020	Begues		
	054	Castellbisbal		
	056	Castelldefels		
	066	Castellví de Rosanes		
	068	Cervelló		
	072	Corbera de Llobregat		
	073	Cornellà de Llobregat		
	076	Esparreguera		
	077	Esplugues de Llobregat		
	089	Gavà		
	101	Hospitalet de Llobregat (L')		
	905	La Palma de Cervelló		
	114	Martorell		
	123	Molins de Rei		
	147	Olesa de Montserrat		
	157	Pallejà		
	158	Papiol (El)		
	169	Prat de Llobregat (El)		
	196	Sant Andreu de la Barca		
	200	Sant Boi de Llobregat		
	204	Sant Climent de Llobregat		
	211	Sant Feliu de Llobregat		
	217	Sant Joan Despí		
	221	Sant Just Desvern		
	263	Sant Vicenç dels Horts		
	244	Santa Coloma de Cervelló		
	289	Torrelles de Llobregat		
	295	Vallirana		
	301	Viladecans		
				
				
Burgos				
				
				
	Comarca 01: Merindades			
				
	011	Alfoz de Bricia		
	012	Alfoz de Santa Gadea		
	025	Arija		
	050	Berberana		
	124	Espinosa de los Monteros		
	189	Junta de Traslaloma		
	190	Junta de Villalba de Losa		
	192	Jurisdicción de San Zadornil		
	209	Medina de Pomar		
	213	Merindad de Cuesta-Urria		
	214	Merindad de Montija		
	215	Merindad de Sotoscueva		
	216	Merindad de Valdeporres		
	217	Merindad de Valdivielso		
	394	Trespaderne		
	908	Valle de Losa		
	409	Valle de Manzanedo		
	410	Valle de Mena		
	412	Valle de Tobalina		
	413	Valle de Valdebezana		
	416	Valle de Zamanzas		
	903	Villarcayo de Merindad de Cas		
				
	Comarca 02: Bureba-Ebro			
				
	001	Abajas		
	006	Aguas Cándidas		
	007	Aguilar de Bureba		
	010	Alcocero de Mola		
	013	Altable		
	016	Ameyugo		
	027	Arraya de Oca		
	036	Bañuelos de Bureba		
	043	Barrios de Bureba (Los)		
	046	Bascuñana		
	048	Belorado		
	052	Berzosa de Bureba		
	054	Bozoó		
	056	Briviesca		
	057	Bugedo		
	060	Busto de Bureba		
	068	Cantabrana		
	071	Carcedo de Bureba		
	076	Carrias		
	077	Cascajares de Bureba		
	083	Castil de Peones		
	082	Castildelgado		
	098	Cerezo de Río Tirón		
	100	Cerratón de Juarros		
	102	Cillaperlata		
	109	Condado de Treviño		
	115	Cubo de Bureba		
	120	Encío		
	123	Espinosa del Camino		
	130	Fresneña		
	132	Fresno de Río Tirón		
	134	Frías		
	135	Fuentebureba		
	143	Galbarros		
	149	Grisaleña		
	178	Ibrillos		
	195	Llano de Bureba		
	219	Miranda de Ebro		
	220	Miraveche		
	224	Monasterio de Rodilla		
	230	Navas de Bureba		
	238	Oña		
	244	Padrones de Bureba		
	251	Pancorbo		
	255	Partido de la Sierra en Tobal		
	265	Piérnigas		
	272	Poza de la Sal		
	273	Prádanos de Bureba		
	276	Puebla de Arganzón (La)		
	280	Quintanabureba		
	283	Quintanaélez		
	292	Quintanavides		
	298	Quintanilla San García		
	307	Redecilla del Camino		
	308	Redecilla del Campo		
	310	Reinoso		
	323	Rojas		
	327	Rublacedo de Abajo		
	328	Rucandio		
	329	Salas de Bureba		
	334	Salinillas de Bureba		
	347	Santa Gadea del Cid		
	351	Santa María del Invierno		
	353	Santa María Rivarredonda		
	354	Santa Olalla de Bureba		
	392	Tosantos		
	408	Vallarta de Bureba		
	411	Valle de Oca		
	419	Valluércanes		
	422	Vid de Bureba (La)		
	423	Vileña		
	429	Villaescusa la Sombría		
	445	Villambistia		
	454	Villanueva de Teba		
	424	Viloria de Rioja		
	485	Zuñeda		
				
	Comarca 03: Demanda			
				
	020	Arauzo de Miel		
	021	Arauzo de Salce		
	022	Arauzo de Torre		
	037	Barbadillo de Herreros		
	038	Barbadillo del Mercado		
	039	Barbadillo del Pez		
	062	Cabezón de la Sierra		
	066	Campolara		
	067	Canicosa de la Sierra		
	070	Carazo		
	078	Cascajares de la Sierra		
	084	Castrillo de la Reina		
	110	Contreras		
	122	Espinosa de Cervera		
	129	Fresneda de la Sierra Tirón		
	144	Gallega (La)		
	154	Hacinas		
	163	Hontoria del Pinar		
	169	Hortigüela		
	173	Huerta de Arriba		
	174	Huerta de Rey		
	183	Jaramillo de la Fuente		
	184	Jaramillo Quemado		
	191	Jurisdicción de Lara		
	200	Mambrillas de Lara		
	201	Mamolar		
	223	Monasterio de la Sierra		
	225	Moncalvillo		
	226	Monterrubio de la Demanda		
	232	Neila		
	246	Palacios de la Sierra		
	266	Pineda de la Sierra		
	268	Pinilla de los Barruecos		
	269	Pinilla de los Moros		
	274	Pradoluengo		
	289	Quintanar de la Sierra		
	302	Rabanera del Pinar		
	303	Rábanos		
	309	Regumiel de la Sierra		
	312	Revilla y Ahedo (La)		
	318	Riocavado de la Sierra		
	330	Salas de los Infantes		
	340	San Millán de Lara		
	360	San Vicente del Valle		
	346	Santa Cruz del Valle Urbión		
	358	Santo Domingo de Silos		
	381	Tinieblas de la Sierra		
	388	Torrelara		
	414	Valle de Valdelaguna		
	407	Valmala		
	430	Villaespasa		
	431	Villafranca Montes de Oca		
	433	Villagalijo		
	450	Villanueva de Carazo		
	463	Villasur de Herreros		
	476	Villoruebo		
	425	Vilviestre del Pinar		
	478	Vizcaínos		
				
	Comarca 04: La Ribera			
				
	003	Adrada de Haza		
	017	Anguix		
	018	Aranda de Duero		
	019	Arandilla		
	035	Baños de Valdearados		
	051	Berlangas de Roa		
	055	Brazacorta		
	064	Caleruega		
	065	Campillo de Aranda		
	085	Castrillo de la Vega		
	112	Coruña del Conde		
	117	Cueva de Roa (La)		
	131	Fresnillo de las Dueñas		
	136	Fuentecén		
	137	Fuentelcésped		
	138	Fuentelisendo		
	139	Fuentemolinos		
	140	Fuentenebro		
	141	Fuentespina		
	151	Gumiel de Hizán		
	152	Gumiel de Mercado		
	155	Haza		
	160	Hontangas		
	164	Hontoria de Valdearados		
	168	Horra (La)		
	170	Hoyales de Roa		
	199	Mambrilla de Castrejón		
	218	Milagros		
	228	Moradillo de Roa		
	229	Nava de Roa		
	235	Olmedillo de Roa		
	239	Oquillas		
	253	Pardilla		
	256	Pedrosa de Duero		
	261	Peñaranda de Duero		
	279	Quemada		
	281	Quintana del Pidio		
	321	Roa		
	337	San Juan del Monte		
	339	San Martín de Rubiales		
	345	Santa Cruz de la Salceda		
	365	Sequera de Haza (La)		
	369	Sotillo de la Ribera		
	380	Terradillos de Esgueva		
	387	Torregalindo		
	396	Tubilla del Lago		
	400	Vadocondes		
	403	Valdeande		
	405	Valdezate		
	421	Vid y Barrios (La)		
	428	Villaescusa de Roa		
	438	Villalba de Duero		
	440	Villalbilla de Gumiel		
	451	Villanueva de Gumiel		
	464	Villatuelda		
	483	Zazuar		
				
	Comarca 05: Arlanza			
				
	032	Avellanosa de Muñó		
	033	Bahabón de Esgueva		
	061	Cabañes de Esgueva		
	094	Cebrecos		
	101	Ciadoncha		
	103	Cilleruelo de Abajo		
	104	Cilleruelo de Arriba		
	105	Ciruelos de Cervera		
	108	Cogollos		
	113	Covarrubias		
	127	Fontioso		
	179	Iglesiarrubia		
	194	Lerma		
	196	Madrigal del Monte		
	197	Madrigalejo del Monte		
	198	Mahamud		
	206	Mazuela		
	208	Mecerreyes		
	231	Nebreda		
	236	Olmillos de Muñó		
	262	Peral de Arlanza		
	267	Pineda-Trasmonte		
	270	Pinilla-Trasmonte		
	275	Presencio		
	277	Puentedura		
	294	Quintanilla de la Mata		
	295	Quintanilla del Coco		
	901	Quintanilla-Tordueles		
	311	Retuerta		
	325	Royuela de Río Franco		
	343	Santa Cecilia		
	348	Santa Inés		
	350	Santa María del Campo		
	352	Santa María del Mercadillo		
	355	Santibáñez de Esgueva		
	356	Santibáñez del Val		
	366	Solarana		
	378	Tejada		
	384	Tordómar		
	386	Torrecilla del Monte		
	389	Torrepadre		
	390	Torresandino		
	391	Tórtoles de Esgueva		
	406	Valdorros		
	432	Villafruela		
	437	Villahoz		
	442	Villalmanzo		
	443	Villamayor de los Montes		
	448	Villangómez		
	466	Villaverde del Monte		
	480	Zael		
				
	Comarca 06: Pisuerga			
				
	024	Arenillas de Riopisuerga		
	034	Balbases (Los)		
	041	Barrio de Muñó		
	047	Belbimbre		
	079	Castellanos de Castro		
	088	Castrillo de Riopisuerga		
	090	Castrillo Matajudíos		
	091	Castrojeriz		
	148	Grijalba		
	159	Hontanas		
	166	Hormazas (Las)		
	180	Iglesias		
	182	Itero del Castillo		
	202	Manciles		
	211	Melgar de Fernamental		
	242	Padilla de Abajo		
	243	Padilla de Arriba		
	247	Palacios de Riopisuerga		
	249	Palazuelos de Muñó		
	250	Pampliega		
	257	Pedrosa del Páramo		
	258	Pedrosa del Príncipe		
	316	Revilla Vallejera		
	317	Rezmondo		
	363	Sasamón		
	368	Sordillos		
	373	Sotresgudo		
	375	Tamarón		
	382	Tobar		
	417	Vallejera		
	418	Valles de Palenzuela		
	427	Villadiego		
	441	Villaldemiro		
	444	Villamayor de Treviño		
	446	Villamedianilla		
	455	Villaquirán de la Puebla		
	456	Villaquirán de los Infantes		
	460	Villasandino		
	467	Villaverde-Mogina		
	472	Villazopeque		
	473	Villegas		
	482	Zarzosa de Río Pisuerga		
				
	Comarca 07: Páramos			
				
	014	Altos (Los)		
	045	Basconcillos del Tozo		
	172	Huérmeces		
	175	Humada		
	227	Montorio		
	306	Rebolledo de la Torre		
	361	Sargentes de la Lora		
	395	Tubilla del Agua		
	398	Úrbel del Castillo		
	905	Valle de Sedano		
	415	Valle de Valdelucio		
				
	Comarca 08: Arlanzón			
				
	009	Albillos		
	907	Alfoz de Quintanadueñas		
	023	Arcos		
	026	Arlanzón		
	029	Atapuerca		
	030	Ausines (Los)		
	044	Barrios de Colina		
	058	Buniel		
	059	Burgos		
	063	Cabia		
	072	Carcedo de Burgos		
	073	Cardeñadijo		
	074	Cardeñajimeno		
	075	Cardeñuela Riopico		
	086	Castrillo del Val		
	093	Cayuela		
	095	Celada del Camino		
	114	Cubillo del Campo		
	119	Cuevas de San Clemente		
	125	Estépar		
	128	Frandovínez		
	133	Fresno de Rodilla		
	162	Hontoria de la Cantera		
	167	Hornillos del Camino		
	176	Hurones		
	177	Ibeas de Juarros		
	181	Isar		
	906	Merindad de Río Ubierna		
	221	Modúbar de la Emparedada		
	241	Orbaneja Riopico		
	248	Palazuelos de la Sierra		
	259	Pedrosa de Río Úrbel		
	287	Quintanaortuño		
	288	Quintanapalla		
	301	Quintanilla Vivar		
	297	Quintanillas (Las)		
	304	Rabé de las Calzadas		
	314	Revilla del Campo		
	315	Revillarruz		
	326	Rubena		
	332	Saldaña de Burgos		
	335	San Adrián de Juarros		
	338	San Mamés de Burgos		
	362	Sarracín		
	372	Sotragero		
	374	Susinos del Páramo		
	377	Tardajos		
	904	Valle de las Navas		
	902	Valle de Santibáñez		
	434	Villagonzalo Pedernales		
	439	Villalbilla de Burgos		
	447	Villamiel de la Sierra		
	449	Villanueva de Argaño		
	458	Villariezo		
	471	Villayerno Morquillas		
				
				
Cáceres				
				
				
	Comarca 01: Cáceres			
				
	007	Albalá del Caudillo		
	010	Alcuéscar		
	012	Aldea del Cano		
	018	Aliseda		
	021	Arroyo de la Luz		
	023	Arroyomolinos		
	027	Benquerencia		
	031	Botija		
	037	Cáceres		
	045	Cañaveral		
	049	Casar de Cáceres		
	052	Casas de Don Antonio		
	056	Casas de Millán		
	082	Garrovillas		
	098	Hinojal		
	115	Malpartida de Cáceres		
	125	Monroy		
	126	Montánchez		
	170	Santiago del Campo		
	177	Sierra de Fuentes		
	178	Talaván		
	188	Torre de Santa María		
	192	Torremocha		
	193	Torreorgaz		
	194	Torrequemada		
	198	Valdefuentes		
	201	Valdemorales		
	217	Zarza de Montánchez		
				
	Comarca 02: Trujillo			
				
	013	Aldea del Obispo (La)		
	011	Aldeacentenera		
	020	Almoharín		
	066	Conquista de la Sierra		
	069	Cumbre (La)		
	073	Escurial		
	077	Garciaz		
	092	Herguijuela		
	102	Ibahernando		
	103	Jaraicejo		
	113	Madroñera		
	121	Miajadas		
	149	Plasenzuela		
	153	Puerto de Santa Cruz		
	158	Robledillo de Trujillo		
	161	Ruanes		
	163	Salvatierra de Santiago		
	165	Santa Ana		
	166	Santa Cruz de la Sierra		
	168	Santa Marta de Magasca		
	186	Torrecillas de la Tiesa		
	195	Trujillo		
	209	Villamesías		
				
	Comarca 03: Brozas			
				
	004	Acehuche		
	008	Alcántara		
	032	Brozas		
	061	Ceclavín		
	118	Mata de Alcántara		
	133	Navas del Madroño		
	145	Piedras Albas		
	208	Villa del Rey		
	218	Zarza la Mayor		
				
	Comarca 04: Valencia de Alcántara			
				
	046	Carbajo		
	062	Cedillo		
	094	Herrera de Alcántara		
	095	Herreruela		
	119	Membrío		
	162	Salorino		
	169	Santiago de Alcántara		
	203	Valencia de Alcántara		
				
	Comarca 05: Logrosán			
				
	002	Abertura		
	009	Alcollarín		
	017	Alía		
	029	Berzocana		
	033	Cabañas del Castillo		
	043	Campo Lugar		
	044	Cañamero		
	087	Guadalupe		
	109	Logrosán		
	112	Madrigalejo		
	134	Navezuelas		
	219	Zorita		
				
	Comarca 06: Navalmoral de la Mata			
				
	019	Almaraz		
	026	Belvís de Monroy		
	028	Berrocalejo		
	030	Bohonal de Ibor		
	042	Campillo de Deleitosa		
	048	Carrascalejo		
	057	Casas de Miravete		
	058	Casatejada		
	060	Castañar de Ibor		
	070	Deleitosa		
	075	Fresnedoso de Ibor		
	083	Garvín		
	085	Gordo (El)		
	097	Higuera		
	114	Majadas		
	120	Mesas de Ibor		
	122	Millanes		
	131	Navalmoral de la Mata		
	132	Navalvillar de Ibor		
	140	Peraleda de la Mata		
	141	Peraleda de San Román		
	159	Robledollano		
	160	Romangordo		
	901	Rosalejo		
	173	Saucedilla		
	176	Serrejón		
	180	Talayuela		
	182	Toril		
	197	Valdecañas de Tajo		
	199	Valdehúncar		
	200	Valdelacasa de Tajo		
	213	Villar del Pedroso		
				
	Comarca 07: Jaraiz de la Vera			
				
	014	Aldeanueva de la Vera		
	065	Collado		
	068	Cuacos de Yuste		
	079	Garganta la Olla		
	091	Guijo de Santa Bárbara		
	104	Jaraíz de la Vera		
	105	Jarandilla de la Vera		
	110	Losar de la Vera		
	111	Madrigal de la Vera		
	157	Robledillo de la Vera		
	179	Talaveruela de la Vera		
	204	Valverde de la Vera		
	206	Viandar de la Vera		
	212	Villanueva de la Vera		
				
	Comarca 08: Plasencia			
				
	005	Aceituna		
	016	Aldehuela de Jerte		
	022	Arroyomolinos de la Vera		
	025	Barrado		
	034	Cabezabellosa		
	035	Cabezuela del Valle		
	036	Cabrero		
	047	Carcaboso		
	054	Casas del Castañar		
	076	Galisteo		
	081	Gargüera		
	107	Jerte		
	116	Malpartida de Plasencia		
	123	Mirabel		
	127	Montehermoso		
	130	Navaconcejo		
	136	Oliva de Plasencia		
	138	Pasarón de la Vera		
	147	Piornal		
	148	Plasencia		
	154	Rebollar		
	167	Santa Cruz de Paniagua		
	172	Santibáñez el Bajo		
	175	Serradilla		
	181	Tejeda de Tiétar		
	183	Tornavacas		
	184	Torno (El)		
	190	Torrejón el Rubio		
	191	Torremenga		
	196	Valdastillas		
	202	Valdeobispo		
	214	Villar de Plasencia		
				
				
				
	001	Abadía		
	006	Ahigal		
	015	Aldeanueva del Camino		
	024	Baños de Montemayor		
	041	Caminomorisco		
	050	Casar de Palomero		
	051	Casares de las Hurdes		
	055	Casas del Monte		
	063	Cerezo		
	078	Garganta (La)		
	080	Gargantilla		
	086	Granja (La)		
	090	Guijo de Granadilla		
	096	Hervás		
	106	Jarilla		
	108	Ladrillar		
	117	Marchagaz		
	124	Mohedas de Granadilla		
	135	Nuñomoral		
	137	Palomero		
	144	Pesga (La)		
	146	Pinofranqueado		
	174	Segura de Toro		
	216	Zarza de Granadilla		
				
	Comarca 10: Coria			
				
	003	Acebo		
	038	Cachorrilla		
	039	Cadalso		
	040	Calzadilla		
	053	Casas de Don Gómez		
	059	Casillas de Coria		
	064	Cilleros		
	067	Coria		
	071	Descargamaría		
	072	Eljas		
	084	Gata		
	088	Guijo de Coria		
	089	Guijo de Galisteo		
	093	Hernán-Pérez		
	099	Holguera		
	100	Hoyos		
	101	Huélaga		
	128	Moraleja		
	129	Morcillo		
	139	Pedroso de Acim		
	142	Perales del Puerto		
	143	Pescueza		
	150	Portaje		
	151	Portezuelo		
	152	Pozuelo de Zarzón		
	155	Riolobos		
	156	Robledillo de Gata		
	164	San Martín de Trevejo		
	171	Santibáñez el Alto		
	187	Torre de Don Miguel		
	185	Torrecilla de los Ángeles		
	189	Torrejoncillo		
	205	Valverde del Fresno		
	207	Villa del Campo		
	210	Villamiel		
	211	Villanueva de la Sierra		
	215	Villasbuenas de Gata		
				
				
Cádiz				
				
				
	Comarca 01: Campiña de Cádiz			
				
	003	Algar		
	006	Arcos de la Frontera		
	010	Bornos		
	017	Espera		
	020	Jerez de la Frontera		
	027	Puerto de Santa María (El)		
	902	San José del Valle		
	037	Trebujena		
	041	Villamartín		
				
	Comarca 02: Costa Noroeste de Cádiz			
				
	012	Cádiz		
	015	Chiclana de la Frontera		
	016	Chipiona		
	014	Conil de la Frontera		
	030	Rota		
	031	San Fernando		
	032	Sanlúcar de Barrameda		
				
	Comarca 03: Sierra de Cádiz			
				
	002	Alcalá del Valle		
	005	Algodonales		
	009	Benaocaz		
	011	Bosque (El)		
	018	Gastor (El)		
	019	Grazalema		
	024	Olvera		
	026	Prado del Rey		
	029	Puerto Serrano		
	034	Setenil de las Bodegas		
	036	Torre Alháquime		
	038	Ubrique		
	040	Villaluenga del Rosario		
	042	Zahara		
				
	Comarca 04: De la Janda			
				
	001	Alcalá de los Gazules		
	007	Barbate		
	901	Benalup		
	023	Medina-Sidonia		
	025	Paterna de Rivera		
	028	Puerto Real		
	039	Vejer de la Frontera		
				
	Comarca 05: Campo de Gibraltar			
				
	004	Algeciras		
	008	Barrios (Los)		
	013	Castellar de la Frontera		
	021	Jimena de la Frontera		
	022	Línea de la Concepción (La)		
	033	San Roque		
	035	Tarifa		
				
				
Castellón de la Plana				
				
				
	Comarca 01: Alto Maestrazgo			
				
	014	Ares del Maestre		
	037	Castell de Cabres		
	038	Castellfort		
	045	Cinctorres		
	061	Forcall		
	068	Herbés		
	075	Mata de Morella (la)		
	080	Morella		
	083	Olocau del Rey		
	087	Palanques		
	093	Pobla de Benifassà (la)		
	091	Portell de Morella		
	112	Todolella		
	127	Vallibona		
	129	Villafranca del Cid		
	137	Villores		
	141	Zorita del Maestrazgo		
				
	Comarca 02: Bajo Maestrazgo			
				
	003	Albocàsser		
	036	Canet lo Roig		
	042	Catí		
	044	Cervera del Maestre		
	052	Chert/Xert		
	050	Coves de Vinromà (les)		
	070	Jana (la)		
	096	Rossell		
	098	Salzadella (la)		
	101	San Rafael del Río		
	100	Sant Mateu		
	111	Tírig		
	121	Traiguera		
				
	Comarca 03: Llanos Centrales			
				
	001	Atzeneta del Maestrat		
	025	Benafigos		
	026	Benasal		
	029	Benlloch		
	049	Costur		
	051	Culla		
	094	Pobla Tornesa (la)		
	902	Sant Joan de Moró		
	103	Sarratella		
	105	Sierra Engarcerán		
